Title,Bias Rating,Factual Reporting,Country,Press Freedom Rating,Media Type:,Traffic/Popularity:,MBFC Credibility Rating:,Source,Unnamed: 9,link
NewzJunky.com,CENTER,MIXED,USA,,,,,https://newzjunky.com,,newzjunky.com
News Straits Times (nst.com.my),LEAST BIASED,,Malaysia,,,,,http://nst.com.my/,,nst.com.my
NewsNow UK (www.newsnow.co.uk),LEAST BIASED,,,,,,,https://www.newsnow.co.uk,,www.newsnow.co.uk
NewsNet (YourNewsNet.com) (http://yournewsnet.com),CENTER,HIGH,USA,,,,,https://yournewsnet.com,,yournewsnet.com
Newsguard (www.newsguardtech.com),CENTER,HIGH,USA,USA (44/180 Press Freedom),,Medium Traffic,HIGH,https://www.newsguardtech.com,,www.newsguardtech.com
Newsela (newsela.com),CENTER,HIGH,USA,,,,,https://newsela.com,,newsela.com
News24 (South Africa) (www.news24.com),LEAST BIASED,HIGH,South Africa,MOSTLY FREEDOM,Website,High Traffic,HIGH,http://www.news24.com,,www.news24.com
News Lookup (www.newslookup.com),CENTER,MIXED,USA,USA (44/180 Press Freedom),,Minimal Traffic,MEDIUM ,http://www.newslookup.com,,www.newslookup.com
News Facts Network (NFN) (newsfactsnetwork.com),CENTER,HIGH,USA,,,,,https://newsfactsnetwork.com,,newsfactsnetwork.com
News Channel 4 (KFOR.com) (kfor.com),CENTER,HIGH,USA,,,,,https://kfor.com,,kfor.com
News and News (newsandnews.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Website,Minimal Traffic,HIGH,https://newsandnews.com,,newsandnews.com
New Zealand Herald (www.nzherald.co.nz),LEAST BIASED,HIGH,,,,,,https://www.nzherald.co.nz,,www.nzherald.co.nz
New England Cable News (NECN) (www.necn.com),CENTER,HIGH,USA,USA (44/180 Press Freedom),,Medium Traffic,HIGH,https://www.necn.com,,www.necn.com
New Bern Sun Journal (www.newbernsj.com),CENTER,HIGH,USA,,,,,https://www.newbernsj.com,,www.newbernsj.com
Need2Know (theneed2know.com),LEAST BIASED,,,,,,,https://theneed2know.com,,theneed2know.com
Navy Times (navytimes.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Medium Traffic,HIGH,https://navytimes.com,,navytimes.com
NationMaster (www.nationmaster.com),LEAST BIASED,HIGH,Australia,Australia (25/180 Press Freedom),,Medium Traffic,HIGH,https://www.nationmaster.com,,www.nationmaster.com
National Journal (www.nationaljournal.com),CENTER,HIGH,USA,,,,,https://www.allsides.com,,www.allsides.com
National Institute on Money in State Politics (www.followthemoney.org),CENTER,HIGH,USA,USA (44/180 Press Freedom),,Medium Traffic,HIGH,https://www.followthemoney.org,,www.followthemoney.org
National Conference of State Legislatures (NCSL) (http://www.ncsl.org),CENTER,HIGH,USA,,,,,http://www.ncsl.org/research,,www.ncsl.org
National Bureau of Economic Research (www.nber.org),CENTER,HIGH,USA ,USA (45/180 Press Freedom),,Medium Traffic,HIGH ,https://www.nber.org,,www.nber.org
Napa Valley Register (napavalleyregister.com),LEAST BIASED,HIGH,,,,,,https://napavalleyregister.com,,napavalleyregister.com
Morning Consult (morningconsult.com),CENTER,HIGH,USA ,USA (45/180 Press Freedom),,Medium Traffic,HIGH,https://morningconsult.com,,morningconsult.com
Montana Standard (mtstandard.com),LEAST BIASED,HIGH,,,,,,https://mtstandard.com,,mtstandard.com
MLive (Michigan – Booth Newpapers),CENTER,HIGH,USA,USA (44/180 Press Freedom),,High Traffic,HIGH ,https://www.mlive.com,,www.mlive.com
Missoulian (missoulian.com),LEAST BIASED,HIGH,,,,,,https://missoulian.com,,missoulian.com
Military Times (www.militarytimes.com),CENTER,HIGH,USA ,USA (45/180 Press Freedom),,High Traffic,HIGH ,https://www.militarytimes.com,,www.militarytimes.com
Military.com (www.military.com),CENTER,HIGH,USA,USA (44/180 Press Freedom),,High Traffic,HIGH,https://www.military.com,,www.military.com
NewsNation (newsnationnow.com),CENTER,HIGH,USA,MOSTLY FREEDOM,TV Station,High Traffic,HIGH,https://newsnationnow.com,,newsnationnow.com
MetroWest Daily News (www.metrowestdailynews.com),CENTER,HIGH,USA,,,,,https://www.metrowestdailynews.com,,www.metrowestdailynews.com
Merion West (merionwest.com),LEAST BIASED,,,,,,,https://merionwest.com,,merionwest.com
Mental Floss (mentalfloss.com),CENTER,HIGH,USA,,,,,https://mentalfloss.com,,mentalfloss.com
Memphis Commercial Appeal (commercialappeal.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Medium Traffic,HIGH,https://www.commercialappeal.com/,,www.commercialappeal.com
Memeorandum (www.memeorandum.com),CENTER,MIXED,USA,,,Medium Traffic,MEDIUM ,https://www.memeorandum.com,,www.memeorandum.com
MakeUseOf (www.makeuseof.com),LEAST BIASED,,,,,,,https://www.makeuseof.com,,www.makeuseof.com
Loveland Reporter-Herald (reporterherald.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Medium Traffic,HIGH,https://www.reporterherald.com/,,www.reporterherald.com
Longview News-Journal,LEAST BIASED,,,,,,,https://news-journal.com,,news-journal.com
Lompoc Record (lompocrecord.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Minimal Traffic,HIGH,http://lompocrecord.com/,,lompocrecord.com
LNP – LancasterOnline (lancasteronline.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Medium Traffic,HIGH,https://lancasteronline.com/,,lancasteronline.com
Lincoln Journal Star (journalstar.com),CENTER,HIGH,USA,,,,,https://journalstar.com,,journalstar.com
Le Soir (lesoir.be),LEAST BIASED,HIGH,,,Newspaper,High Traffic,,https://www.lesoir.be,,www.lesoir.be
Lebanon Daily News (ldnews.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Minimal Traffic,HIGH ,https://www.ldnews.com/,,www.ldnews.com
Leavenworth Times (leavenworthtimes.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Minimal Traffic,HIGH,https://leavenworthtimes.com,,leavenworthtimes.com
Lead Stories (leadstories.com),LEAST BIASED,HIGH,,USA (44/180 Press Freedom),,Medium Traffic,VERY HIGH,https://leadstories.com,,leadstories.com
Lawfare Blog (lawfareblog.com),CENTER,HIGH,USA,,,,,https://lawfareblog.com,,lawfareblog.com
Law360 (law360.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Website,Medium Traffic,HIGH,https://law360.com,,law360.com
Law.com (law.com),CENTER,HIGH,USA,,,,,https://law.com,,law.com
Las Cruces Sun-News (https://www.lcsun-news.com),CENTER,HIGH,USA,,,,,https://www.lcsun-news.com,,www.lcsun-news.com
Lansing State Journal (lansingstatejournal.com),CENTER,HIGH,USA,,,,,https://www.sanmarcosrecord.com,,www.sanmarcosrecord.com
La Libre (lalibre.be),CENTER,HIGH,Belgium,,Newspaper,High Traffic,,https://www.lalibre.be,,www.lalibre.be
La Devoir (ledevoir.com),CENTER,HIGH,Canada,MOSTLY FREEDOM,Newspaper,High Traffic,HIGH ,https://ledevoir.com,,ledevoir.com
KWTV-News9 (news9.com),CENTER,HIGH,USA,MOSTLY FREEDOM,TV Station,High Traffic,HIGH,https://www.news9.com/,,www.news9.com
KTVU Fox 2 (ktvu.com),CENTER,HIGH,USA,,TV Station,High Traffic,,https://www.ktvu.com/,,www.ktvu.com
KTVA 11 (ktva.com),CENTER,HIGH,USA,MOSTLY FREEDOM,TV Station,Medium Traffic,HIGH,https://www.alaskasnewssource.com/,,www.alaskasnewssource.com
KTUU-TV (ktuu.com),LEAST BIASED,HIGH,,USA (44/180 Press Freedom),,Medium Traffic,HIGH,https://ktuu.com,,ktuu.com
KTLA (ktla.com),CENTER,HIGH,USA,MOSTLY FREEDOM,TV Station,High Traffic,HIGH,https://ktla.com,,ktla.com
KSTP-TV (kstp.com),CENTER,HIGH,USA,MOSTLY FREEDOM,TV Station,High Traffic,HIGH ,https://kstp.com/,,kstp.com
Kompas.com,LEAST BIASED,HIGH,Indonesia,LOW FREEDOM,Website,High Traffic,HIGH,https://kompas.com,,kompas.com
KOAM News Now (koamnewsnow.com),CENTER,HIGH,USA,MOSTLY FREEDOM,TV Station,Medium Traffic,HIGH,https://www.koamnewsnow.com/,,www.koamnewsnow.com
Knoxville News Senitinel (www.knoxnews.com),LEAST BIASED,,Unknown,,,,,https://www.knoxnews.com,,www.knoxnews.com
Knowhere (knowherenews.com),CENTER,HIGH,USA,,,,,https://knowherenews.com,,knowherenews.com
Know Your Meme (knowyourmeme.com),LEAST BIASED,HIGH,,USA (44/180 Press Freedom),,High Traffic,HIGH,https://knowyourmeme.com,,knowyourmeme.com
KMOV (www.kmov.com),CENTER,HIGH,USA,MOSTLY FREEDOM,TV Station,Medium Traffic,HIGH,https://www.kmov.com,,www.kmov.com
KITV (kitv.com),CENTER,HIGH,USA,,TV Station,Medium Traffic,,https://www.kitv.com/,,www.kitv.com
KIRO 7 (kiro7.com),CENTER,HIGH,USA,MOSTLY FREEDOM,TV Station,Medium Traffic,HIGH ,https://www.kiro7.com/,,www.kiro7.com
KETV (ketv.com),CENTER,HIGH,USA,,TV Station,High Traffic,,https://www.ketv.com/,,www.ketv.com
KERO TV – 23ABC (turnto23.com),CENTER,HIGH,USA,MOSTLY FREEDOM,TV Station,Medium Traffic,HIGH,https://www.turnto23.com/,,www.turnto23.com
KDVR-TV (kdvr.com),CENTER,HIGH,USA,MOSTLY FREEDOM,TV Station,Medium Traffic,HIGH,https://kdvr.com/,,kdvr.com
KCRA 3 (kcra.com),CENTER,HIGH,USA,MOSTLY FREEDOM,TV Station,High Traffic,HIGH,https://www.kcra.com/,,www.kcra.com
KBMT – 12NewsNow.com,CENTER,HIGH,USA,MOSTLY FREEDOM,TV Station,Medium Traffic,HIGH,https://www.12newsnow.com,,www.12newsnow.com
KAIT8-TV (kait8.com),CENTER,HIGH,USA,MOSTLY FREEDOM,TV Station,Medium Traffic,HIGH ,https://www.kait8.com/,,www.kait8.com
Justice Denied (justicedenied.org),LEAST BIASED,HIGH,,,,,,https://justicedenied.org,,justicedenied.org
Journal Gazette (journalgazette.net/),LEAST BIASED,HIGH,,,,,,https://journalgazette.net/,,journalgazette.net
Jewish Telegraphic Agency (JTA) (www.jta.org),LEAST BIASED,,,USA (45/180 Press Freedom),,,,https://www.jta.org,,www.jta.org
Japan Times (www.japantimes.co.jp),LEAST BIASED,HIGH,Japan,MODERATE FREEDOM,Newspaper,High Traffic,HIGH,https://www.japantimes.co.jp,,www.japantimes.co.jp
Janes 360 (www.janes.com),CENTER,HIGH,United Kingdom,,,,,https://www.janes.com,,www.janes.com
Jackson Sun (www.jacksonsun.com),LEAST BIASED,HIGH,,,,,,https://www.jacksonsun.com,,www.jacksonsun.com
Investopedia (www.investopedia.com),LEAST BIASED,HIGH,,USA (44/180 Press Freedom),,High Traffic,HIGH,https://www.investopedia.com,,www.investopedia.com
Investigative Reporters and Editors (www.ire.org),CENTER,HIGH,USA,,,,,https://www.ire.org,,www.ire.org
International Rescue Committee (www.rescue.org),CENTER,HIGH,USA,,,,,https://www.rescue.org,,www.rescue.org
International Press Institute (www.freemedia.at),LEAST BIASED,HIGH,Austria,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,VERY HIGH,https://www.freemedia.at,,www.freemedia.at
International Organization (journals.cambridge.org),CENTER,HIGH,United Kingdom,,,,,https://journals.cambridge.org,,journals.cambridge.org
International Energy Agency (www.iea.org),LEAST BIASED,HIGH,,,Organization/Foundation,Medium Traffic,HIGH ,http://www.iea.org,,www.iea.org
International Consortium of Investigative Journalists (www.icij.org),CENTER,HIGH,USA,,,,,https://www.icij.org/journalists,,www.icij.org
Institute for Women’s Policy Research (IWPR) (iwpr.org),CENTER,HIGH,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,HIGH,https://iwpr.org,,iwpr.org
Inland Valley Bulletin (www.dailybulletin.com),CENTER,HIGH,USA,,,,,https://www.dailybulletin.com,,www.dailybulletin.com
Indianapolis Star (www.indystar.com),CENTER,HIGH,USA,,,,,https://www.indystar.com,,www.indystar.com
IndexMundi (indexmundi.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Website,Medium Traffic,HIGH,https://www.indexmundi.com,,www.indexmundi.com
Independent Voter Network (IVN) (ivn.us),CENTER,HIGH,USA,,,,,https://ivn.us,,ivn.us
Independent Record (Montana) (helenair.com),CENTER,HIGH,USA,,,,,https://helenair.com,,helenair.com
Inc. Magazine (inc.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Magazine,High Traffic,HIGH,https://www.inc.com,,www.inc.com
iMediaEthics (www.imediaethics.org),LEAST BIASED,HIGH,,,,,,https://www.imediaethics.org,,www.imediaethics.org
Idaho Statesman (www.idahostatesman.com),LEAST BIASED,HIGH,,,,,,https://fwww.idahostatesman.com,,fwww.idahostatesman.com
Icitizen (icitizen.com),CENTER,HIGH,USA,,,,,https://icitizen.com,,icitizen.com
I24 News (www.i24news.tv),LEAST BIASED,,Israel,,,,,https://www.i24news.tv,,www.i24news.tv
How-To Geek,LEAST BIASED,,,USA (48/180 Press Freedom),,,,https://www.howtogeek.com/,,www.howtogeek.com
How Stuff Works (www.howstuffworks.com),CENTER,HIGH,USA,,,,,https://people.howstuffworks.com,,people.howstuffworks.com
Homeland Security News Wire (www.homelandsecuritynewswire.com),LEAST BIASED,HIGH,,,,,,http://www.homelandsecuritynewswire.com,,www.homelandsecuritynewswire.com
Heterodox Academy (heterodoxacademy.org),CENTER,HIGH,USA,USA (44/180 Press Freedom),,Minimal Traffic,HIGH ,https://heterodoxacademy.org,,heterodoxacademy.org
Herald & Review (herald-review.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Medium Traffic,HIGH ,https://herald-review.com,,herald-review.com
Healthcare Finance News (www.healthcarefinancenews.com),CENTER,HIGH,USA,USA (44/180 Press Freedom),,Minimal Traffic,HIGH,https://www.healthcarefinancenews.com/,,www.healthcarefinancenews.com
Hastings Tribune,LEAST BIASED,HIGH,,,,,,https://www.hastingstribune.com,,www.hastingstribune.com
Harvard Gazette (news.harvard.edu),CENTER,HIGH,USA ,USA (44/180 Press Freedom),,Medium Traffic,HIGH,https://news.harvard.edu/gazette,,news.harvard.edu
Harvard Business Review (hbr.org),CENTER,HIGH,USA,USA (44/180 Press Freedom),,High Traffic,HIGH,https://hbr.org/,,hbr.org
Hanford Sentinel (https://hanfordsentinel.com),CENTER,HIGH,USA,,,,,https://hanfordsentinel.com,,hanfordsentinel.com
Group of Thirty (group30.org),CENTER,HIGH,USA,,,,,https://group30.org,,group30.org
Greenville News (www.greenvilleonline.com),LEAST BIASED,HIGH,,,,,,https://www.greenvilleonline.com,,www.greenvilleonline.com
Green Bay Press-Gazette (www.greenbaypressgazette.com),LEAST BIASED,HIGH,,,,,,https://www.greenbaypressgazette.com,,www.greenbaypressgazette.com
Great Falls Tribune (www.greatfallstribune.com),CENTER,HIGH,USA,,,,,https://www.greatfallstribune.com,,www.greatfallstribune.com
GovTrack (www.govtrack.us),CENTER,HIGH,USA,,,,,https://govtrackinsider.com,,govtrackinsider.com
Government Accountability Office (GAO) (www.gao.gov),LEAST BIASED,HIGH,,,,,,https://www.gao.gov,,www.gao.gov
GoodNewsNetwork (www.goodnewsnetwork.org),CENTER,HIGH,USA ,USA (44/180 Press Freedom),,Medium Traffic,HIGH ,https://www.goodnewsnetwork.org,,www.goodnewsnetwork.org
Globe Gazette (Iowa) (globegazette.com),LEAST BIASED,HIGH,,,,,,https://globegazette.com,,globegazette.com
Global Slavery Index (www.globalslaveryindex.org),LEAST BIASED,,Australia,,,,,https://www.globalslaveryindex.org,,www.globalslaveryindex.org
Global Integrity (www.globalintegrity.org),CENTER,HIGH,USA,,,,,https://www.globalintegrity.org,,www.globalintegrity.org
Geek.com (geek.com),CENTER,HIGH,USA,,,,,https://geek.com,,geek.com
Gallup (www.gallup.com),CENTER,HIGH,USA ,USA (45/180 Press Freedom),,High Traffic,HIGH,https://news.gallup.com/,,news.gallup.com
Full Fact UK (fullfact.org),CENTER,HIGH,United Kingdom,,,,,https://fullfact.org,,fullfact.org
France 24 (www.france24.com),LEAST BIASED,HIGH,France ,France (34/180 Press Freedom),,High Traffic,HIGH,https://www.france24.com,,www.france24.com
Foster’s Daily Democrat (fosters.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Medium Traffic,HIGH,https://www.fosters.com/,,www.fosters.com
Foreign Policy (foreignpolicy.com),LEAST BIASED,HIGH,,,,High Traffic,,https://foreignpolicy.com,,foreignpolicy.com
Foreign Affairs (www.foreignaffairs.com),CENTER,HIGH,USA,USA (44/180 Press Freedom),,Medium Traffic,HIGH,https://www.foreignaffairs.com,,www.foreignaffairs.com
Florida Times Union (jacksonville.com),CENTER,HIGH,USA,,,,,https://noahveltman.com/endorsements/,,noahveltman.com
Florida Politics (floridapolitics.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Website,Medium Traffic,HIGH ,https://floridapolitics.com,,floridapolitics.com
First Draft News (firstdraftnews.org),CENTER,HIGH,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,HIGH,https://firstdraftnews.org,,firstdraftnews.org
First Coast News (firstcoastnews.com),CENTER,HIGH,USA,MOSTLY FREEDOM,TV Station,Medium Traffic,HIGH,https://www.firstcoastnews.com/,,www.firstcoastnews.com
Financial Times (www.ft.com),CENTER,HIGH,United Kingdom,MOSTLY FREEDOM,Newspaper,High Traffic,HIGH,https://www.ft.com/,,www.ft.com
Federal Times (www.federaltimes.com),CENTER,HIGH,USA,USA (44/180 Press Freedom),,Minimal Traffic,HIGH,https://www.federaltimes.com/,,www.federaltimes.com
Federal News Network (federalnewsnetwork.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Radio Station,Medium Traffic,HIGH,https://federalnewsnetwork.com/,,federalnewsnetwork.com
Fayetteville Observer (fayobserver.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Medium Traffic,HIGH,https://www.fayobserver.com/,,www.fayobserver.com
Factwire News Agency (www.factwire.org),CENTER,HIGH,USA,MOSTLY FREEDOM,Website,Minimal Traffic,HIGH,https://www.factwire.org/english,,www.factwire.org
Fact Check (www.factcheck.org),CENTER,HIGH,USA ,USA (45/180 Press Freedom),,High Traffic,VERY HIGH,https://www.factcheck.org,,www.factcheck.org
Every CRS Report (www.everycrsreport.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,HIGH,https://www.everycrsreport.com,,www.everycrsreport.com
Eurasia Group (www.eurasiagroup.net),CENTER,HIGH,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,HIGH ,https://www.eurasiagroup.net,,www.eurasiagroup.net
ERR News (Estonia Public Broadcasting) (news.err.ee),LEAST BIASED,HIGH,Estonia,,TV Station,High Traffic,HIGH,https://news.err.ee/,,news.err.ee
Erie Times-News (www.goerie.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Medium Traffic,HIGH,https://www.goerie.com,,www.goerie.com
El Nuevo Dia (elnuevodia.com),LEAST BIASED,HIGH,Puerto Rico/USA,MOSTLY FREEDOM,Newspaper,High Traffic,HIGH ,https://www.elnuevodia.com,,www.elnuevodia.com
Elko Daily Free Press,CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Minimal Traffic,HIGH ,https://elkodaily.com,,elkodaily.com
Eau Claire Leader-Telegram (leadertelegram.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Medium Traffic,HIGH,https://www.leadertelegram.com,,www.leadertelegram.com
East Idaho News (eastidahonews.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Website,Medium Traffic,HIGH ,https://www.eastidahonews.com/,,www.eastidahonews.com
Eagle Tribune,CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Medium Traffic,HIGH ,https://www.eagletribune.com/,,www.eagletribune.com
Duluth News Tribune (www.duluthnewstribune.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Medium Traffic,HIGH,https://www.duluthnewstribune.com,,www.duluthnewstribune.com
DPA German Press Agency (www.dpa-international.com),LEAST BIASED,HIGH,,,,High Traffic,HIGH,https://www.dpa-international.com,,www.dpa-international.com
Doctors Without Borders (www.doctorswithoutborders.org),LEAST BIASED,HIGH,France,MOSTLY FREEDOM,Organization/Foundation,Medium Traffic,HIGH,https://www.doctorswithoutborders.org,,www.doctorswithoutborders.org
Digital Journal (www.digitaljournal.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Website,Medium Traffic,HIGH ,https://www.digitaljournal.com,,www.digitaljournal.com
DifferenceBetween.net (www.differencebetween.net),LEAST BIASED,HIGH,,MOSTLY FREEDOM,Website,,HIGH ,https://www.differencebetween.net,,www.differencebetween.net
Detik.com,LEAST BIASED,HIGH,Indonesia,LOW FREEDOM,Website,High Traffic,HIGH,https://detik.com,,detik.com
Des Moines Register (www.desmoinesregister.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,High Traffic,HIGH,https://www.desmoinesregister.com/,,www.desmoinesregister.com
Denton Record-Chronicle,CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Medium Traffic,HIGH,https://www.dentonrc.com/,,www.dentonrc.com
Defense One (www.defenseone.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Website,Medium Traffic,HIGH,https://www.defenseone.com,,www.defenseone.com
Defense News (www.defensenews.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Website,Medium Traffic,HIGH ,https://www.defensenews.com,,www.defensenews.com
Dayton Daily News (www.daytondailynews.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Medium Traffic,HIGH,https://www.daytondailynews.com,,www.daytondailynews.com
Darien Times (www.darientimes.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Minimal Traffic,HIGH,https://www.darientimes.com),,www.darientimes.com)
Daily Record (www.dailyrecord.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Medium Traffic,HIGH ,http://www.dailyrecord.com/,,www.dailyrecord.com
Daily Maverick (dailymaverick.co.za),LEAST BIASED,HIGH,South Africa,MOSTLY FREEDOM,Website,High Traffic,HIGH ,https://www.dailymaverick.co.za/author/reuters/,,www.dailymaverick.co.za
Daily Journal (Missouri) (dailyjournalonline.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Minimal Traffic,HIGH ,https://dailyjournalonline.com,,dailyjournalonline.com
Daily Journal (Illinois),CENTER,HIGH,USA,,,,,https://www.daily-journal.com/,,www.daily-journal.com
Daily Camera (dailycamera.com),CENTER,HIGH,USA,MOSTLY FREEDOM,Newspaper,Medium Traffic,HIGH ,https://dailycamera.com,,dailycamera.com
Daily Business Review (www.dailybusinessreview.com),LEAST BIASED,HIGH,,,,Medium Traffic,,https://dailycamera.com,,dailycamera.com
